time,RSI
2017-02-16,64.6357
2017-02-15,66.0376
2017-02-14,66.0376
2017-02-13,65.4803
2017-02-10,64.6820
2017-02-09,67.5343
2017-02-08,67.5343
2017-02-07,69.0626
2017-02-06,68.3829
2017-02-03,67.9950
2017-02-02,69.5141
2017-02-01,72.2989
2017-01-31,67.3725
2017-01-30,67.9751
2017-01-27,68.3852
2017-01-25,64.4577
2017-01-24,56.2517
2017-01-23,52.0359
2017-01-20,47.2387
2017-01-19,48.1878
2017-01-18,49.4214
2017-01-17,48.5272
2017-01-16,51.1125
2017-01-13,48.7305
2017-01-12,43.3773
2017-01-11,45.0242
2017-01-10,42.0732
2017-01-09,43.0929
2017-01-06,43.0703
2017-01-05,41.8416
2017-01-04,40.9663
2017-01-03,41.3679
2017-01-02,41.9360
2016-12-30,48.8142
2016-12-29,47.6047
2016-12-28,43.8321
2016-12-27,42.7899
2016-12-26,40.8158
2016-12-23,41.2431
2016-12-22,39.9908
2016-12-21,42.4128
2016-12-20,42.5757
2016-12-19,44.2155
2016-12-16,47.0518
2016-12-15,45.2594
2016-12-14,46.1107
2016-12-13,47.6487
2016-12-12,45.4011
2016-12-09,46.0072
2016-12-08,48.6390
2016-12-07,45.4294
2016-12-06,41.9938
2016-12-05,37.6440
2016-12-02,40.0749
2016-12-01,43.8127
2016-11-30,42.9247
2016-11-29,41.3825
2016-11-28,40.0014
2016-11-25,39.1009
2016-11-24,35.1206
2016-11-23,35.8419
2016-11-22,37.9356
2016-11-21,34.1450
2016-11-18,36.5969
2016-11-17,36.4285
2016-11-16,36.8657
2016-11-15,32.1938
2016-11-11,36.2597
2016-11-10,43.1855
2016-11-09,45.5108
2016-11-08,51.6557
2016-11-07,50.1561
2016-11-04,51.2025
2016-11-03,53.6594
2016-11-02,54.1732
2016-11-01,56.2787
2016-10-28,52.3381
2016-10-27,51.6567
2016-10-26,43.9743
2016-10-25,44.5197
2016-10-24,46.1947
2016-10-21,43.6182
2016-10-20,46.7862
2016-10-19,43.8753
2016-10-18,45.2201
2016-10-17,35.5915
2016-10-14,37.7698
2016-10-13,40.3986
2016-10-10,49.4624
2016-10-07,52.3485
2016-10-06,56.4774
2016-10-05,55.9332
2016-10-04,57.9171
2016-10-03,57.1917
2016-09-30,51.3181
2016-09-29,52.8329
2016-09-28,58.1149
2016-09-27,57.1805
2016-09-26,56.4867
2016-09-23,58.9806
2016-09-22,57.1416
2016-09-21,53.3270
2016-09-20,53.6143
2016-09-19,53.7263
2016-09-16,54.9663
2016-09-15,56.7070
2016-09-14,54.0865
2016-09-12,54.4924
2016-09-09,57.5854
2016-09-08,63.1562
2016-09-07,61.8805
2016-09-06,68.2043
2016-09-02,66.1632
2016-09-01,64.0762
2016-08-31,61.8918
2016-08-30,59.8524
2016-08-29,57.1467
2016-08-26,55.8060
2016-08-25,54.2459
2016-08-24,59.9792
2016-08-23,58.7034
2016-08-22,59.0742
2016-08-19,57.8693
2016-08-18,58.7827
2016-08-17,57.5449
2016-08-16,56.7553
2016-08-12,60.3341
2016-08-11,56.1648
2016-08-10,54.4426
2016-08-09,55.4033
2016-08-08,60.1575
2016-08-05,56.2684
2016-08-04,52.9389
2016-08-03,53.9620
2016-08-02,57.2104
2016-08-01,64.3876
2016-07-29,64.3680
2016-07-28,71.0165
2016-07-27,69.5211
2016-07-26,67.0993
2016-07-25,70.3597
2016-07-22,67.4050
2016-07-21,64.1034
2016-07-20,64.8822
2016-07-19,65.7699
2016-07-18,67.4992
2016-07-15,71.4492
2016-07-14,68.6719
2016-07-13,67.7210
2016-07-12,68.7971
2016-07-11,66.3820
2016-07-08,62.1391
2016-07-07,64.1977
2016-07-05,59.1421
2016-07-04,57.9203
2016-07-01,56.5137
2016-06-30,58.4286
2016-06-29,57.5632
2016-06-28,54.2643
2016-06-27,51.9661
2016-06-24,53.3830
2016-06-23,57.5911
2016-06-22,56.8473
2016-06-21,56.7728
2016-06-20,55.1121
2016-06-17,55.1518
2016-06-16,50.6845
2016-06-15,51.5216
2016-06-14,50.4363
2016-06-13,51.7804
2016-06-10,56.0958
2016-06-09,57.5666
2016-06-08,62.0292
2016-06-07,60.7246
2016-06-06,60.9759
2016-06-03,61.7134
2016-06-02,62.6704
2016-06-01,60.4556
2016-05-31,60.1691
2016-05-30,59.2123
2016-05-27,63.8823
2016-05-26,60.5931
2016-05-25,58.0929
2016-05-24,53.5039
2016-05-23,51.6037
2016-05-20,54.8749
2016-05-19,54.3960
2016-05-18,59.9997
2016-05-17,61.5388
2016-05-16,57.8444
2016-05-13,54.8180
2016-05-12,60.5080
2016-05-11,62.2467
2016-05-10,65.4431
2016-05-09,63.7147
2016-05-06,58.8005
2016-05-05,58.2471
2016-05-04,52.9921
2016-05-03,46.9046
2016-05-02,45.4670
2016-04-29,44.6336
